charge_id,vehicle_id,station_id,start_time,charge_duration_min,start_soc_percent,end_soc_percent,average_power_kw,max_temperature_c,charging_status
CHG0002940,EV000220,ST004,2026-02-03T09:00:00Z,41.9,12.9,89.11,49.36,43.6,completed
CHG0002941,EV000467,ST003,2026-02-03T12:00:00Z,56.6,40.68,71.26,44.7,45.06,completed
CHG0002942,EV000338,ST001,2026-02-03T15:00:00Z,51.0,44.49,77.38,52.84,32.52,completed
CHG0002943,EV000149,ST002,2026-02-03T18:00:00Z,49.0,37.0,97.26,55.1,34.82,completed
CHG0002944,EV000488,ST003,2026-02-03T21:00:00Z,45.5,16.65,85.02,60.62,34.82,completed
CHG0002945,EV000154,ST002,2026-02-04T00:00:00Z,53.6,34.65,96.65,50.17,38.48,completed
CHG0002946,EV000260,ST003,2026-02-04T03:00:00Z,65.1,11.95,92.71,56.8,44.82,completed
CHG0002947,EV000068,ST001,2026-02-04T06:00:00Z,33.6,32.48,96.59,58.34,33.83,completed
CHG0002948,EV000489,ST004,2026-02-04T09:00:00Z,106.9,29.23,78.68,43.89,36.6,completed
CHG0002949,EV000070,ST003,2026-02-04T12:00:00Z,32.4,14.02,76.41,39.89,32.68,completed
CHG0002950,EV000043,ST003,2026-02-04T15:00:00Z,53.9,28.29,78.95,76.17,41.52,completed
CHG0002951,EV000137,ST001,2026-02-04T18:00:00Z,55.0,41.69,71.38,44.45,47.3,completed
CHG0002952,EV000232,ST004,2026-02-04T21:00:00Z,37.3,22.42,79.83,59.58,31.14,completed
CHG0002953,EV000489,ST002,2026-02-05T00:00:00Z,91.4,29.68,80.28,47.61,31.66,completed
CHG0002954,EV000098,ST001,2026-02-05T03:00:00Z,85.8,41.37,94.13,58.37,35.62,completed
CHG0002955,EV000107,ST004,2026-02-05T06:00:00Z,55.2,43.2,90.43,59.18,48.04,completed
CHG0002956,EV000213,ST001,2026-02-05T09:00:00Z,39.0,21.19,75.08,39.24,38.06,completed
CHG0002957,EV000078,ST003,2026-02-05T12:00:00Z,53.0,19.85,77.61,65.41,37.56,completed
CHG0002958,EV000480,ST001,2026-02-05T15:00:00Z,103.2,30.09,76.65,61.06,41.54,completed
CHG0002959,EV000150,ST002,2026-02-05T18:00:00Z,50.2,13.33,87.35,60.94,36.73,completed
CHG0002960,EV000244,ST004,2026-02-05T21:00:00Z,40.6,34.71,71.22,55.42,33.02,completed
CHG0002961,EV000010,ST001,2026-02-06T00:00:00Z,46.8,37.21,94.1,55.78,39.23,completed
CHG0002962,EV000423,ST001,2026-02-06T03:00:00Z,33.6,40.16,78.54,57.64,52.13,completed
CHG0002963,EV000017,ST004,2026-02-06T06:00:00Z,53.2,39.34,73.39,35.59,36.92,completed
CHG0002964,EV000237,ST002,2026-02-06T09:00:00Z,47.9,20.49,80.36,65.95,41.3,completed
CHG0002965,EV000019,ST004,2026-02-06T12:00:00Z,48.6,35.41,78.51,60.02,41.13,completed
CHG0002966,EV000188,ST001,2026-02-06T15:00:00Z,38.9,31.94,90.14,50.74,37.34,completed
CHG0002967,EV000252,ST001,2026-02-06T18:00:00Z,63.1,28.31,72.94,66.22,30.58,completed
CHG0002968,EV000472,ST001,2026-02-06T21:00:00Z,48.6,35.44,81.21,60.8,50.88,completed
CHG0002969,EV000215,ST003,2026-02-07T00:00:00Z,61.2,40.21,91.21,56.3,39.1,completed
CHG0002970,EV000462,ST004,2026-02-07T03:00:00Z,49.5,12.84,71.2,63.29,41.27,completed
CHG0002971,EV000026,ST002,2026-02-07T06:00:00Z,53.9,32.24,86.59,60.95,39.7,completed
CHG0002972,EV000190,ST002,2026-02-07T09:00:00Z,51.8,24.17,91.75,54.58,36.08,completed
CHG0002973,EV000061,ST001,2026-02-07T12:00:00Z,43.2,10.07,72.47,56.51,30.64,completed
CHG0002974,EV000226,ST001,2026-02-07T15:00:00Z,42.5,22.74,76.04,53.9,42.52,completed
CHG0002975,EV000362,ST004,2026-02-07T18:00:00Z,42.6,23.0,79.99,56.0,36.92,completed
CHG0002976,EV000230,ST003,2026-02-07T21:00:00Z,97.6,31.7,74.32,42.34,34.73,completed
CHG0002977,EV000435,ST001,2026-02-08T00:00:00Z,42.8,26.21,80.35,49.27,37.67,completed
CHG0002978,EV000223,ST001,2026-02-08T03:00:00Z,61.1,17.53,94.9,47.78,54.6,completed
CHG0002979,EV000134,ST003,2026-02-08T06:00:00Z,81.8,13.89,78.18,55.19,43.0,completed
CHG0002980,EV000292,ST001,2026-02-08T09:00:00Z,47.7,26.31,94.85,59.83,42.64,completed
CHG0002981,EV000125,ST004,2026-02-08T12:00:00Z,47.5,31.33,88.48,50.35,37.55,completed
CHG0002982,EV000313,ST002,2026-02-08T15:00:00Z,55.7,27.04,90.94,43.18,38.43,completed
CHG0002983,EV000342,ST002,2026-02-08T18:00:00Z,88.6,20.27,83.14,50.41,45.03,completed
CHG0002984,EV000075,ST002,2026-02-08T21:00:00Z,103.7,19.15,78.63,53.35,31.07,completed
CHG0002985,EV000378,ST001,2026-02-09T00:00:00Z,48.5,42.69,81.43,68.7,35.24,completed
CHG0002986,EV000074,ST001,2026-02-09T03:00:00Z,47.8,19.15,86.52,47.47,37.27,completed
CHG0002987,EV000231,ST001,2026-02-09T06:00:00Z,52.1,34.59,70.3,38.14,40.44,completed
CHG0002988,EV000441,ST004,2026-02-09T09:00:00Z,39.7,38.38,95.58,41.1,46.35,completed
CHG0002989,EV000470,ST002,2026-02-09T12:00:00Z,44.6,18.79,93.87,44.25,43.44,completed
CHG0002990,EV000413,ST002,2026-02-09T15:00:00Z,104.0,13.19,71.28,57.87,35.17,completed
CHG0002991,EV000305,ST004,2026-02-09T18:00:00Z,60.2,41.22,97.48,52.56,39.7,completed
CHG0002992,EV000150,ST004,2026-02-09T21:00:00Z,58.4,24.1,88.67,47.93,33.37,completed
CHG0002993,EV000179,ST003,2026-02-10T00:00:00Z,32.6,44.44,97.63,75.51,32.39,completed
CHG0002994,EV000352,ST001,2026-02-10T03:00:00Z,41.4,21.09,84.32,46.46,41.03,completed
CHG0002995,EV000345,ST002,2026-02-10T06:00:00Z,43.4,27.6,89.85,61.14,33.72,completed
CHG0002996,EV000049,ST001,2026-02-10T09:00:00Z,60.2,24.12,97.78,56.37,33.65,completed
CHG0002997,EV000292,ST001,2026-02-10T12:00:00Z,42.0,35.59,95.52,73.46,43.03,completed
CHG0002998,EV000087,ST003,2026-02-10T15:00:00Z,42.7,33.89,80.56,58.36,39.32,completed
CHG0002999,EV000459,ST004,2026-02-10T18:00:00Z,58.3,35.32,94.22,47.95,41.38,completed
CHG0003000,EV000111,ST001,2026-02-10T21:00:00Z,44.9,35.21,75.3,70.6,49.21,completed
CHG0003001,EV000047,ST004,2026-02-11T00:00:00Z,37.1,36.4,91.9,57.58,40.73,completed
CHG0003002,EV000122,ST001,2026-02-11T03:00:00Z,105.5,21.2,91.93,43.77,40.6,completed
CHG0003003,EV000397,ST004,2026-02-11T06:00:00Z,44.4,10.54,80.39,63.28,32.97,completed
CHG0003004,EV000397,ST003,2026-02-11T09:00:00Z,40.2,27.64,80.59,54.25,41.56,completed
CHG0003005,EV000292,ST004,2026-02-11T12:00:00Z,44.5,40.78,95.77,61.77,42.74,completed
CHG0003006,EV000144,ST004,2026-02-11T15:00:00Z,46.6,37.21,92.21,61.38,42.07,completed
CHG0003007,EV000344,ST001,2026-02-11T18:00:00Z,42.0,17.94,91.28,45.46,52.98,completed
CHG0003008,EV000454,ST002,2026-02-11T21:00:00Z,35.8,40.17,86.52,42.62,47.04,completed
CHG0003009,EV000116,ST002,2026-02-12T00:00:00Z,54.2,13.31,80.17,42.9,43.86,completed
CHG0003010,EV000278,ST003,2026-02-12T03:00:00Z,49.6,28.82,83.22,53.84,34.66,completed
CHG0003011,EV000378,ST004,2026-02-12T06:00:00Z,65.4,20.47,81.0,48.82,42.17,completed
CHG0003012,EV000477,ST003,2026-02-12T09:00:00Z,72.8,17.3,89.81,59.93,34.34,completed
CHG0003013,EV000205,ST003,2026-02-12T12:00:00Z,49.4,34.63,94.53,59.99,39.19,completed
CHG0003014,EV000198,ST001,2026-02-12T15:00:00Z,35.5,32.15,88.53,39.85,39.77,completed
CHG0003015,EV000438,ST001,2026-02-12T18:00:00Z,53.4,25.34,82.11,57.86,35.73,completed
CHG0003016,EV000009,ST002,2026-02-12T21:00:00Z,47.0,13.4,89.51,55.84,54.19,completed
CHG0003017,EV000329,ST002,2026-02-13T00:00:00Z,91.9,42.15,78.78,49.99,34.1,completed
CHG0003018,EV000161,ST002,2026-02-13T03:00:00Z,51.7,36.41,83.66,57.57,43.93,completed
CHG0003019,EV000351,ST001,2026-02-13T06:00:00Z,53.1,20.48,91.52,63.79,43.87,completed
CHG0003020,EV000329,ST001,2026-02-13T09:00:00Z,72.4,17.43,92.97,73.96,42.71,completed
CHG0003021,EV000238,ST001,2026-02-13T12:00:00Z,37.5,39.19,93.48,56.51,51.24,completed
CHG0003022,EV000314,ST004,2026-02-13T15:00:00Z,102.1,15.18,96.94,52.27,39.98,completed
CHG0003023,EV000065,ST004,2026-02-13T18:00:00Z,92.2,12.32,74.86,53.63,45.81,completed
CHG0003024,EV000113,ST003,2026-02-13T21:00:00Z,38.0,22.04,75.76,53.4,52.22,completed
CHG0003025,EV000426,ST001,2026-02-14T00:00:00Z,44.9,28.3,96.89,61.15,45.16,completed
CHG0003026,EV000119,ST004,2026-02-14T03:00:00Z,47.6,25.04,78.73,32.33,43.39,completed
CHG0003027,EV000454,ST001,2026-02-14T06:00:00Z,66.6,23.02,78.92,40.48,48.21,completed
CHG0003028,EV000383,ST004,2026-02-14T09:00:00Z,52.4,35.79,96.77,48.42,33.48,completed
CHG0003029,EV000121,ST001,2026-02-14T12:00:00Z,45.8,21.89,75.89,58.56,49.7,completed
CHG0003030,EV000467,ST004,2026-02-14T15:00:00Z,38.0,32.4,97.46,53.32,42.91,completed
CHG0003031,EV000292,ST004,2026-02-14T18:00:00Z,52.3,32.97,79.98,55.3,41.7,completed
CHG0003032,EV000438,ST001,2026-02-14T21:00:00Z,45.8,33.91,86.35,50.16,40.41,completed
CHG0003033,EV000368,ST003,2026-02-15T00:00:00Z,61.9,22.46,77.71,53.87,34.96,completed
CHG0003034,EV000261,ST002,2026-02-15T03:00:00Z,64.4,14.31,94.61,50.31,36.55,completed
CHG0003035,EV000340,ST002,2026-02-15T06:00:00Z,43.0,10.93,79.14,74.96,33.88,completed
CHG0003036,EV000099,ST004,2026-02-15T09:00:00Z,44.3,44.59,83.79,52.0,37.92,completed
CHG0003037,EV000320,ST002,2026-02-15T12:00:00Z,55.1,36.32,86.55,58.35,35.5,completed
CHG0003038,EV000266,ST002,2026-02-15T15:00:00Z,37.4,28.78,97.04,47.77,38.46,completed
CHG0003039,EV000355,ST002,2026-02-15T18:00:00Z,40.9,30.31,87.59,46.75,37.76,completed
CHG0003040,EV000444,ST001,2026-02-15T21:00:00Z,52.8,30.94,89.18,54.18,36.22,completed
CHG0003041,EV000236,ST003,2026-02-16T00:00:00Z,37.8,35.09,94.24,60.49,37.17,completed
CHG0003042,EV000029,ST002,2026-02-16T03:00:00Z,33.6,42.71,96.0,47.97,48.36,completed
CHG0003043,EV000022,ST003,2026-02-16T06:00:00Z,46.7,23.22,95.62,62.5,43.6,completed
CHG0003044,EV000186,ST004,2026-02-16T09:00:00Z,56.3,10.4,79.42,61.08,48.07,completed
CHG0003045,EV000255,ST003,2026-02-16T12:00:00Z,50.6,44.53,75.54,56.63,49.42,completed
CHG0003046,EV000435,ST002,2026-02-16T15:00:00Z,47.1,26.4,70.5,47.71,38.24,completed
CHG0003047,EV000105,ST003,2026-02-16T18:00:00Z,50.0,23.6,78.07,73.33,42.41,completed
CHG0003048,EV000034,ST003,2026-02-16T21:00:00Z,42.4,29.54,83.48,64.85,55.63,completed
CHG0003049,EV000499,ST003,2026-02-17T00:00:00Z,29.4,16.78,70.4,60.41,38.47,completed
CHG0003050,EV000475,ST004,2026-02-17T03:00:00Z,36.2,15.66,94.18,44.81,33.98,completed
CHG0003051,EV000293,ST002,2026-02-17T06:00:00Z,87.1,20.7,89.74,46.34,37.51,completed
CHG0003052,EV000406,ST004,2026-02-17T09:00:00Z,55.8,36.95,76.47,44.6,51.14,completed
CHG0003053,EV000306,ST002,2026-02-17T12:00:00Z,51.4,36.23,71.33,59.87,30.37,completed
CHG0003054,EV000317,ST001,2026-02-17T15:00:00Z,46.8,16.98,82.93,48.12,39.71,completed
CHG0003055,EV000365,ST003,2026-02-17T18:00:00Z,59.3,43.64,94.6,53.6,39.92,completed
CHG0003056,EV000047,ST001,2026-02-17T21:00:00Z,46.0,21.93,88.45,55.62,38.16,completed
CHG0003057,EV000076,ST004,2026-02-18T00:00:00Z,42.5,22.65,95.06,61.81,52.96,completed
CHG0003058,EV000468,ST002,2026-02-18T03:00:00Z,37.7,17.37,81.64,44.4,54.86,completed
CHG0003059,EV000332,ST001,2026-02-18T06:00:00Z,74.1,40.76,75.48,54.28,32.43,completed
CHG0003060,EV000148,ST003,2026-02-18T09:00:00Z,46.2,21.88,96.47,59.31,34.41,completed
CHG0003061,EV000181,ST002,2026-02-18T12:00:00Z,51.0,20.88,77.28,50.79,50.06,completed
CHG0003062,EV000209,ST001,2026-02-18T15:00:00Z,80.4,24.01,75.32,41.82,32.98,completed
CHG0003063,EV000071,ST004,2026-02-18T18:00:00Z,40.2,36.16,80.09,54.28,46.62,completed
CHG0003064,EV000490,ST004,2026-02-18T21:00:00Z,62.2,14.75,92.19,51.4,36.72,completed
CHG0003065,EV000210,ST001,2026-02-19T00:00:00Z,77.3,22.89,78.1,53.79,42.35,completed
CHG0003066,EV000267,ST002,2026-02-19T03:00:00Z,51.9,27.2,82.76,66.3,35.39,completed
CHG0003067,EV000364,ST003,2026-02-19T06:00:00Z,44.0,38.62,80.61,60.08,32.77,completed
CHG0003068,EV000064,ST003,2026-02-19T09:00:00Z,43.7,36.01,90.79,51.42,42.2,completed
CHG0003069,EV000147,ST002,2026-02-19T12:00:00Z,54.2,34.01,85.76,67.62,40.14,completed
CHG0003070,EV000225,ST004,2026-02-19T15:00:00Z,26.7,29.67,94.2,65.8,43.46,completed
CHG0003071,EV000452,ST003,2026-02-19T18:00:00Z,39.7,32.48,85.5,51.3,38.42,completed
CHG0003072,EV000093,ST002,2026-02-19T21:00:00Z,43.0,12.98,71.47,49.82,34.19,completed
CHG0003073,EV000402,ST002,2026-02-20T00:00:00Z,56.8,16.33,80.19,52.4,38.47,completed
CHG0003074,EV000390,ST002,2026-02-20T03:00:00Z,45.0,28.45,92.66,45.0,37.71,completed
CHG0003075,EV000368,ST004,2026-02-20T06:00:00Z,29.6,29.4,87.23,48.69,43.9,completed
CHG0003076,EV000409,ST004,2026-02-20T09:00:00Z,54.9,37.37,78.08,44.27,36.55,completed
CHG0003077,EV000132,ST002,2026-02-20T12:00:00Z,51.7,24.66,97.03,51.36,45.03,completed
CHG0003078,EV000342,ST003,2026-02-20T15:00:00Z,107.6,21.51,89.36,47.93,34.49,completed
CHG0003079,EV000429,ST004,2026-02-20T18:00:00Z,41.6,17.86,81.11,56.18,40.21,completed
CHG0003080,EV000023,ST002,2026-02-20T21:00:00Z,38.7,11.4,73.49,69.86,50.61,completed
CHG0003081,EV000420,ST001,2026-02-21T00:00:00Z,41.6,30.3,80.69,57.03,36.8,completed
CHG0003082,EV000239,ST003,2026-02-21T03:00:00Z,54.7,34.32,84.67,64.99,34.31,completed
CHG0003083,EV000028,ST004,2026-02-21T06:00:00Z,39.4,20.63,94.72,50.7,25.9,completed
CHG0003084,EV000448,ST002,2026-02-21T09:00:00Z,45.1,13.13,93.93,45.07,40.5,completed
CHG0003085,EV000138,ST003,2026-02-21T12:00:00Z,97.2,10.32,96.59,37.51,33.74,completed
CHG0003086,EV000218,ST003,2026-02-21T15:00:00Z,99.5,36.37,87.65,55.17,36.21,completed
CHG0003087,EV000093,ST002,2026-02-21T18:00:00Z,44.7,12.5,92.18,52.91,42.08,completed
CHG0003088,EV000392,ST002,2026-02-21T21:00:00Z,49.0,29.49,79.67,55.82,39.73,completed
CHG0003089,EV000486,ST003,2026-02-22T00:00:00Z,55.8,26.34,83.33,60.24,40.88,completed
CHG0003090,EV000476,ST002,2026-02-22T03:00:00Z,94.4,33.99,83.29,60.87,37.23,completed
CHG0003091,EV000459,ST003,2026-02-22T06:00:00Z,50.8,15.43,87.29,48.31,43.97,completed
CHG0003092,EV000156,ST004,2026-02-22T09:00:00Z,61.1,25.07,83.05,59.99,36.43,completed
CHG0003093,EV000308,ST001,2026-02-22T12:00:00Z,60.4,19.46,71.61,56.1,38.01,completed
CHG0003094,EV000309,ST003,2026-02-22T15:00:00Z,47.5,26.41,85.24,58.33,48.28,completed
CHG0003095,EV000137,ST004,2026-02-22T18:00:00Z,49.2,20.86,82.75,51.06,47.43,completed
CHG0003096,EV000329,ST001,2026-02-22T21:00:00Z,80.7,29.41,85.5,53.25,35.58,completed
CHG0003097,EV000125,ST002,2026-02-23T00:00:00Z,49.2,34.04,94.01,72.34,36.54,completed
CHG0003098,EV000174,ST003,2026-02-23T03:00:00Z,45.2,32.38,85.74,46.92,38.73,completed
CHG0003099,EV000409,ST003,2026-02-23T06:00:00Z,48.1,19.29,81.26,42.85,43.07,completed
CHG0003100,EV000068,ST003,2026-02-23T09:00:00Z,37.5,12.49,70.65,67.42,34.4,completed
CHG0003101,EV000439,ST002,2026-02-23T12:00:00Z,56.8,18.83,88.33,68.16,38.86,completed
CHG0003102,EV000384,ST002,2026-02-23T15:00:00Z,46.8,38.47,81.52,67.73,38.29,completed
CHG0003103,EV000092,ST004,2026-02-23T18:00:00Z,56.4,30.54,92.53,62.48,29.39,completed
CHG0003104,EV000145,ST004,2026-02-23T21:00:00Z,59.7,36.23,70.9,52.7,33.46,completed
CHG0003105,EV000216,ST002,2026-02-24T00:00:00Z,40.0,12.41,79.43,42.4,36.65,completed
CHG0003106,EV000432,ST002,2026-02-24T03:00:00Z,41.7,38.37,80.48,61.34,35.63,completed
CHG0003107,EV000194,ST004,2026-02-24T06:00:00Z,58.4,18.54,79.81,61.24,36.54,completed
CHG0003108,EV000376,ST003,2026-02-24T09:00:00Z,36.0,43.93,75.3,45.04,35.92,completed
CHG0003109,EV000372,ST001,2026-02-24T12:00:00Z,51.9,27.21,71.51,47.31,37.72,completed
CHG0003110,EV000212,ST003,2026-02-24T15:00:00Z,51.3,15.89,71.8,50.84,37.72,completed
CHG0003111,EV000257,ST001,2026-02-24T18:00:00Z,53.5,26.89,73.06,60.73,46.4,completed
CHG0003112,EV000390,ST001,2026-02-24T21:00:00Z,56.5,25.09,81.51,59.3,34.63,completed
CHG0003113,EV000096,ST003,2026-02-25T00:00:00Z,47.9,32.88,91.33,49.84,48.82,completed
CHG0003114,EV000231,ST004,2026-02-25T03:00:00Z,47.4,24.18,81.6,72.38,35.31,completed
CHG0003115,EV000074,ST004,2026-02-25T06:00:00Z,61.2,10.93,95.57,52.34,34.19,completed
CHG0003116,EV000167,ST004,2026-02-25T09:00:00Z,34.7,12.93,91.26,52.66,41.27,completed
CHG0003117,EV000076,ST001,2026-02-25T12:00:00Z,57.9,41.38,87.53,75.74,47.95,completed
CHG0003118,EV000190,ST004,2026-02-25T15:00:00Z,43.2,44.35,97.61,49.35,36.8,completed
CHG0003119,EV000074,ST002,2026-02-25T18:00:00Z,40.6,24.61,80.4,53.68,37.72,completed
CHG0003120,EV000305,ST002,2026-02-25T21:00:00Z,42.4,15.43,76.18,73.23,40.86,completed
CHG0003121,EV000414,ST002,2026-02-26T00:00:00Z,59.7,25.99,92.52,59.63,54.5,completed
CHG0003122,EV000335,ST004,2026-02-26T03:00:00Z,54.3,21.5,70.13,54.15,48.12,completed
CHG0003123,EV000394,ST001,2026-02-26T06:00:00Z,39.6,29.65,92.83,51.94,34.99,completed
CHG0003124,EV000072,ST001,2026-02-26T09:00:00Z,55.8,28.18,79.44,49.99,37.13,completed
CHG0003125,EV000129,ST002,2026-02-26T12:00:00Z,32.2,36.4,96.16,62.19,40.49,completed
CHG0003126,EV000495,ST003,2026-02-26T15:00:00Z,98.0,26.75,91.8,46.54,38.93,completed
CHG0003127,EV000486,ST001,2026-02-26T18:00:00Z,58.2,18.8,76.37,53.37,31.4,completed
CHG0003128,EV000167,ST001,2026-02-26T21:00:00Z,38.7,16.7,81.72,55.38,42.23,completed
CHG0003129,EV000253,ST001,2026-02-27T00:00:00Z,43.6,32.67,71.78,55.96,36.84,completed
CHG0003130,EV000458,ST003,2026-02-27T03:00:00Z,45.2,21.74,73.03,56.02,39.4,completed
CHG0003131,EV000493,ST002,2026-02-27T06:00:00Z,43.0,34.33,88.72,61.49,39.95,completed
CHG0003132,EV000407,ST002,2026-02-27T09:00:00Z,43.5,39.61,88.4,53.46,38.22,completed
CHG0003133,EV000193,ST002,2026-02-27T12:00:00Z,44.6,32.08,81.12,54.01,39.94,completed
CHG0003134,EV000496,ST004,2026-02-27T15:00:00Z,54.1,43.73,78.47,56.75,36.63,completed
CHG0003135,EV000233,ST003,2026-02-27T18:00:00Z,88.7,22.98,86.15,54.97,40.6,completed
CHG0003136,EV000478,ST004,2026-02-27T21:00:00Z,105.2,20.22,79.04,60.82,42.29,completed
CHG0003137,EV000033,ST001,2026-02-28T00:00:00Z,52.9,20.95,82.31,43.56,41.84,completed
CHG0003138,EV000132,ST002,2026-02-28T03:00:00Z,37.1,34.33,89.95,46.18,55.7,completed
CHG0003139,EV000046,ST004,2026-02-28T06:00:00Z,40.2,15.95,83.02,49.05,35.72,completed
CHG0003140,EV000464,ST001,2026-02-28T09:00:00Z,55.0,41.49,85.5,72.99,36.3,completed
CHG0003141,EV000434,ST003,2026-02-28T12:00:00Z,55.4,14.6,86.76,42.19,40.39,completed
CHG0003142,EV000389,ST002,2026-02-28T15:00:00Z,31.0,19.75,91.64,43.76,37.05,completed
CHG0003143,EV000456,ST002,2026-02-28T18:00:00Z,41.8,38.32,87.19,40.37,41.02,completed
CHG0003144,EV000308,ST002,2026-02-28T21:00:00Z,51.1,25.96,95.4,67.46,35.67,completed
CHG0003145,EV000206,ST001,2026-03-01T00:00:00Z,49.0,38.48,85.49,66.55,44.5,completed
CHG0003146,EV000034,ST004,2026-03-01T03:00:00Z,46.6,44.64,80.47,54.21,52.76,completed
CHG0003147,EV000405,ST002,2026-03-01T06:00:00Z,67.1,29.5,95.8,60.52,43.96,completed
CHG0003148,EV000132,ST001,2026-03-01T09:00:00Z,46.6,31.95,76.93,45.44,52.02,completed
CHG0003149,EV000237,ST003,2026-03-01T12:00:00Z,52.5,38.07,79.19,41.88,37.57,completed
CHG0003150,EV000103,ST003,2026-03-01T15:00:00Z,48.0,22.12,85.74,54.29,49.53,completed
CHG0003151,EV000226,ST004,2026-03-01T18:00:00Z,42.3,15.66,83.09,51.01,39.78,completed
CHG0003152,EV000475,ST002,2026-03-01T21:00:00Z,47.0,22.45,71.8,50.97,30.98,completed
CHG0003153,EV000409,ST003,2026-03-02T00:00:00Z,60.0,34.57,91.25,55.98,34.5,completed
CHG0003154,EV000461,ST001,2026-03-02T03:00:00Z,103.1,18.17,95.1,50.26,40.04,completed
CHG0003155,EV000377,ST003,2026-03-02T06:00:00Z,102.7,40.6,93.87,62.26,29.94,completed
CHG0003156,EV000268,ST001,2026-03-02T09:00:00Z,53.5,16.42,73.42,54.79,36.11,completed
CHG0003157,EV000263,ST003,2026-03-02T12:00:00Z,38.4,11.99,71.48,58.82,43.51,completed
CHG0003158,EV000321,ST004,2026-03-02T15:00:00Z,100.1,37.71,85.14,47.97,34.14,completed
CHG0003159,EV000136,ST003,2026-03-02T18:00:00Z,48.2,32.87,89.14,50.51,52.75,completed
CHG0003160,EV000085,ST004,2026-03-02T21:00:00Z,48.7,18.25,72.73,46.84,36.27,completed
CHG0003161,EV000080,ST004,2026-03-03T00:00:00Z,34.3,11.24,85.54,61.86,45.89,completed
CHG0003162,EV000026,ST002,2026-03-03T03:00:00Z,56.5,17.36,73.94,55.99,41.33,completed
CHG0003163,EV000254,ST004,2026-03-03T06:00:00Z,91.7,27.19,88.66,65.73,34.38,completed
CHG0003164,EV000115,ST003,2026-03-03T09:00:00Z,48.4,22.31,75.1,59.66,33.38,completed
CHG0003165,EV000398,ST004,2026-03-03T12:00:00Z,84.9,28.0,75.86,60.78,33.2,completed
CHG0003166,EV000499,ST001,2026-03-03T15:00:00Z,48.6,30.37,83.83,48.68,40.57,completed
CHG0003167,EV000084,ST003,2026-03-03T18:00:00Z,50.5,40.06,71.82,47.55,34.88,completed
CHG0003168,EV000420,ST003,2026-03-03T21:00:00Z,52.4,44.27,97.01,45.39,39.63,completed
CHG0003169,EV000439,ST003,2026-03-04T00:00:00Z,46.0,23.48,94.3,52.13,32.98,completed
CHG0003170,EV000094,ST001,2026-03-04T03:00:00Z,48.3,32.89,92.01,54.7,38.33,completed
CHG0003171,EV000309,ST004,2026-03-04T06:00:00Z,45.7,28.6,84.42,64.54,36.44,completed
CHG0003172,EV000500,ST001,2026-03-04T09:00:00Z,34.3,15.49,76.56,60.18,36.47,completed
CHG0003173,EV000024,ST001,2026-03-04T12:00:00Z,64.4,24.49,76.31,36.24,43.99,completed
CHG0003174,EV000276,ST003,2026-03-04T15:00:00Z,48.1,38.55,89.48,67.02,38.04,completed
CHG0003175,EV000404,ST002,2026-03-04T18:00:00Z,60.6,32.3,88.01,39.46,41.85,completed
CHG0003176,EV000194,ST002,2026-03-04T21:00:00Z,58.1,11.66,94.1,64.18,33.83,completed
CHG0003177,EV000030,ST002,2026-03-05T00:00:00Z,55.6,10.44,79.42,51.68,39.86,completed
CHG0003178,EV000033,ST002,2026-03-05T03:00:00Z,60.4,25.68,76.56,58.91,43.36,completed
CHG0003179,EV000422,ST001,2026-03-05T06:00:00Z,43.2,39.17,73.5,69.61,36.19,completed
CHG0003180,EV000353,ST004,2026-03-05T09:00:00Z,51.2,21.34,73.86,44.91,33.93,completed
CHG0003181,EV000270,ST004,2026-03-05T12:00:00Z,42.0,43.92,84.31,63.39,38.08,completed
CHG0003182,EV000113,ST001,2026-03-05T15:00:00Z,52.0,40.44,76.74,50.3,56.32,completed
CHG0003183,EV000253,ST001,2026-03-05T18:00:00Z,45.7,17.33,84.32,42.93,32.84,completed
CHG0003184,EV000212,ST003,2026-03-05T21:00:00Z,44.7,14.64,93.53,59.16,39.98,completed
CHG0003185,EV000122,ST002,2026-03-06T00:00:00Z,92.1,42.02,94.15,39.23,30.94,completed
CHG0003186,EV000414,ST003,2026-03-06T03:00:00Z,57.7,28.93,85.45,48.54,59.61,completed
CHG0003187,EV000243,ST001,2026-03-06T06:00:00Z,56.6,44.82,75.45,66.83,43.43,completed
CHG0003188,EV000105,ST003,2026-03-06T09:00:00Z,51.8,28.44,75.76,67.65,32.82,completed
CHG0003189,EV000133,ST003,2026-03-06T12:00:00Z,62.9,17.55,94.75,64.55,38.82,completed
CHG0003190,EV000349,ST004,2026-03-06T15:00:00Z,60.0,16.23,71.37,46.66,40.88,completed
CHG0003191,EV000447,ST001,2026-03-06T18:00:00Z,40.8,21.55,91.28,58.73,42.39,completed
CHG0003192,EV000115,ST001,2026-03-06T21:00:00Z,54.8,39.22,79.59,56.39,35.1,completed
CHG0003193,EV000486,ST002,2026-03-07T00:00:00Z,40.2,27.46,80.85,65.0,42.33,completed
CHG0003194,EV000306,ST002,2026-03-07T03:00:00Z,51.7,41.26,91.95,60.87,38.24,completed
CHG0003195,EV000179,ST001,2026-03-07T06:00:00Z,59.3,15.94,94.91,55.93,39.14,completed
CHG0003196,EV000159,ST002,2026-03-07T09:00:00Z,60.9,44.87,87.58,41.1,41.12,completed
CHG0003197,EV000261,ST003,2026-03-07T12:00:00Z,43.5,36.72,75.27,62.88,41.93,completed
